#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
                9               9               4              HO  0.00960  0.00960  0.00960  0.00960   46012489
               10               9               4              HO  0.00844  0.00844  0.00844  0.00844   46012509
               11               9               4              HO  0.00622  0.00622  0.00622  0.00622   46012589
               12               9               4              HO  0.00910  0.00910  0.00910  0.00910   46012609
               13               9               4              HO  0.01147  0.01147  0.01147  0.01147   46012689
               14               9               4              HO  0.01095  0.01095  0.01095  0.01095   46012709
               15               9               4              HO  0.01052  0.01052  0.01052  0.01052   46012789
                1              10               4              HO  0.00625  0.00625  0.00625  0.00625   4601208A
                2              10               4              HO  0.00627  0.00627  0.00627  0.00627   4601210A
                3              10               4              HO  0.00575  0.00575  0.00575  0.00575   4601218A
                4              10               4              HO  0.00644  0.00644  0.00644  0.00644   4601220A
                5              10               4              HO  0.00956  0.00956  0.00956  0.00956   4601228A
                6              10               4              HO  0.00956  0.00956  0.00956  0.00956   4601230A
                7              10               4              HO  0.00780  0.00780  0.00780  0.00780   4601238A
                8              10               4              HO  0.00925  0.00925  0.00925  0.00925   4601240A
                9              10               4              HO  0.00866  0.00866  0.00866  0.00866   4601248A
               10              10               4              HO  0.00773  0.00773  0.00773  0.00773   4601250A
               11              10               4              HO  0.00818  0.00818  0.00818  0.00818   4601258A
               12              10               4              HO  0.00873  0.00873  0.00873  0.00873   4601260A
               13              10               4              HO  0.01286  0.01286  0.01286  0.01286   4601268A
               14              10               4              HO  0.01125  0.01125  0.01125  0.01125   4601270A
               15              10               4              HO  0.01015  0.01015  0.01015  0.01015   4601278A
                1              11               4              HO  0.00555  0.00555  0.00555  0.00555   4601208B
                2              11               4              HO  0.00548  0.00548  0.00548  0.00548   4601210B
                3              11               4              HO  0.00484  0.00484  0.00484  0.00484   4601218B
                4              11               4              HO  0.00492  0.00492  0.00492  0.00492   4601220B
                5              11               4              HO  0.01072  0.01072  0.01072  0.01072   4601228B
                6              11               4              HO  0.00999  0.00999  0.00999  0.00999   4601230B
                7              11               4              HO  0.00958  0.00958  0.00958  0.00958   4601238B
                8              11               4              HO  0.01117  0.01117  0.01117  0.01117   4601240B
                9              11               4              HO  0.01109  0.01109  0.01109  0.01109   4601248B
               10              11               4              HO  0.00752  0.00752  0.00752  0.00752   4601250B
               11              11               4              HO  0.00756  0.00756  0.00756  0.00756   4601258B
               12              11               4              HO  0.00863  0.00863  0.00863  0.00863   4601260B
               13              11               4              HO  0.00889  0.00889  0.00889  0.00889   4601268B
               14              11               4              HO  0.01032  0.01032  0.01032  0.01032   4601270B
               15              11               4              HO  0.00919  0.00919  0.00919  0.00919   4601278B
                1              12               4              HO  0.00539  0.00539  0.00539  0.00539   4601208C
                2              12               4              HO  0.00532  0.00532  0.00532  0.00532   4601210C
                3              12               4              HO  0.00488  0.00488  0.00488  0.00488   4601218C
                4              12               4              HO  0.00435  0.00435  0.00435  0.00435   4601220C
                5              12               4              HO  0.01010  0.01010  0.01010  0.01010   4601228C
                6              12               4              HO  0.00956  0.00956  0.00956  0.00956   4601230C
                7              12               4              HO  0.00956  0.00956  0.00956  0.00956   4601238C
                8              12               4              HO  0.00887  0.00887  0.00887  0.00887   4601240C
                9              12               4              HO  0.00835  0.00835  0.00835  0.00835   4601248C
               10              12               4              HO  0.00711  0.00711  0.00711  0.00711   4601250C
               11              12               4              HO  0.00856  0.00856  0.00856  0.00856   4601258C
               12              12               4              HO  0.00817  0.00817  0.00817  0.00817   4601260C
               13              12               4              HO  0.00903  0.00903  0.00903  0.00903   4601268C
               14              12               4              HO  0.01105  0.01105  0.01105  0.01105   4601270C
               15              12               4              HO  0.00966  0.00966  0.00966  0.00966   4601278C
                1              13               4              HO  0.00575  0.00575  0.00575  0.00575   4601208D
                2              13               4              HO  0.00532  0.00532  0.00532  0.00532   4601210D
                3              13               4              HO  0.00587  0.00587  0.00587  0.00587   4601218D
                4              13               4              HO  0.00366  0.00366  0.00366  0.00366   4601220D
                5              13               4              HO  0.01005  0.01005  0.01005  0.01005   4601228D
                6              13               4              HO  0.00916  0.00916  0.00916  0.00916   4601230D
                7              13               4              HO  0.00972  0.00972  0.00972  0.00972   4601238D
                8              13               4              HO  0.00826  0.00826  0.00826  0.00826   4601240D
                9              13               4              HO  0.00685  0.00685  0.00685  0.00685   4601248D
               10              13               4              HO  0.00653  0.00653  0.00653  0.00653   4601250D
               11              13               4              HO  0.00840  0.00840  0.00840  0.00840   4601258D
               12              13               4              HO  0.00946  0.00946  0.00946  0.00946   4601260D
               13              13               4              HO  0.01046  0.01046  0.01046  0.01046   4601268D
               14              13               4              HO  0.01133  0.01133  0.01133  0.01133   4601270D
               15              13               4              HO  0.00815  0.00815  0.00815  0.00815   4601278D
                1              14               4              HO  0.00581  0.00581  0.00581  0.00581   4601208E
                2              14               4              HO  0.00610  0.00610  0.00610  0.00610   4601210E
                3              14               4              HO  0.00576  0.00576  0.00576  0.00576   4601218E
                4              14               4              HO  0.00511  0.00511  0.00511  0.00511   4601220E
                5              14               4              HO  0.01063  0.01063  0.01063  0.01063   4601228E
                6              14               4              HO  0.00971  0.00971  0.00971  0.00971   4601230E
                7              14               4              HO  0.00906  0.00906  0.00906  0.00906   4601238E
                8              14               4              HO  0.00831  0.00831  0.00831  0.00831   4601240E
                9              14               4              HO  0.00854  0.00854  0.00854  0.00854   4601248E
               10              14               4              HO  0.00782  0.00782  0.00782  0.00782   4601250E
               11              14               4              HO  0.00653  0.00653  0.00653  0.00653   4601258E
               12              14               4              HO  0.00745  0.00745  0.00745  0.00745   4601260E
               13              14               4              HO  0.00687  0.00687  0.00687  0.00687   4601268E
               14              14               4              HO  0.00907  0.00907  0.00907  0.00907   4601270E
               15              14               4              HO  0.00922  0.00922  0.00922  0.00922   4601278E
                1              15               4              HO  0.00673  0.00673  0.00673  0.00673   4601208F
                2              15               4              HO  0.00634  0.00634  0.00634  0.00634   4601210F
                3              15               4              HO  0.00621  0.00621  0.00621  0.00621   4601218F
                4              15               4              HO  0.00521  0.00521  0.00521  0.00521   4601220F
                5              15               4              HO  0.00923  0.00923  0.00923  0.00923   4601228F
                6              15               4              HO  0.00876  0.00876  0.00876  0.00876   4601230F
                7              15               4              HO  0.00803  0.00803  0.00803  0.00803   4601238F
                8              15               4              HO  0.00756  0.00756  0.00756  0.00756   4601240F
                9              15               4              HO  0.00648  0.00648  0.00648  0.00648   4601248F
               10              15               4              HO  0.00558  0.00558  0.00558  0.00558   4601250F
               11              15               4              HO  0.00678  0.00678  0.00678  0.00678   4601258F
               12              15               4              HO  0.00751  0.00751  0.00751  0.00751   4601260F
               13              15               4              HO  0.00708  0.00708  0.00708  0.00708   4601268F
               14              15               4              HO  0.00782  0.00782  0.00782  0.00782   4601270F
               15              15               4              HO  0.00821  0.00821  0.00821  0.00821   4601278F
                1              16               4              HO  0.00556  0.00556  0.00556  0.00556   46012090
                2              16               4              HO  0.00534  0.00534  0.00534  0.00534   46012110
                3              16               4              HO  0.00586  0.00586  0.00586  0.00586   46012190
                4              16               4              HO  0.00547  0.00547  0.00547  0.00547   46012210
                5              16               4              HO  0.00903  0.00903  0.00903  0.00903   46012290
                6              16               4              HO  0.00786  0.00786  0.00786  0.00786   46012310
                7              16               4              HO  0.00821  0.00821  0.00821  0.00821   46012390
                8              16               4              HO  0.00754  0.00754  0.00754  0.00754   46012410
                9              16               4              HO  0.00780  0.00780  0.00780  0.00780   46012490
               10              16               4              HO  0.00683  0.00683  0.00683  0.00683   46012510
               11              16               4              HO  0.00475  0.00475  0.00475  0.00475   46012590
               12              16               4              HO  0.00705  0.00705  0.00705  0.00705   46012610
               13              16               4              HO  0.00668  0.00668  0.00668  0.00668   46012690
               14              16               4              HO  0.00689  0.00689  0.00689  0.00689   46012710
               15              16               4              HO  0.00581  0.00581  0.00581  0.00581   46012790
                1              17               4              HO  0.00542  0.00542  0.00542  0.00542   46012091
                2              17               4              HO  0.00575  0.00575  0.00575  0.00575   46012111
                3              17               4              HO  0.00670  0.00670  0.00670  0.00670   46012191
                4              17               4              HO  0.00584  0.00584  0.00584  0.00584   46012211
                5              17               4              HO  0.01220  0.01220  0.01220  0.01220   46012291
                6              17               4              HO  0.00870  0.00870  0.00870  0.00870   46012311
                7              17               4              HO  0.00934  0.00934  0.00934  0.00934   46012391
                8              17               4              HO  0.00947  0.00947  0.00947  0.00947   46012411
                9              17               4              HO  0.00929  0.00929  0.00929  0.00929   46012491
               10              17               4              HO  0.00740  0.00740  0.00740  0.00740   46012511
               11              17               4              HO  0.00551  0.00551  0.00551  0.00551   46012591
               12              17               4              HO  0.00643  0.00643  0.00643  0.00643   46012611
               13              17               4              HO  0.00778  0.00778  0.00778  0.00778   46012691
               14              17               4              HO  0.00878  0.00878  0.00878  0.00878   46012711
               15              17               4              HO  0.00686  0.00686  0.00686  0.00686   46012791
                1              18               4              HO  0.00659  0.00659  0.00659  0.00659   46012092
                2              18               4              HO  0.00673  0.00673  0.00673  0.00673   46012112
                3              18               4              HO  0.00723  0.00723  0.00723  0.00723   46012192
                4              18               4              HO  0.00748  0.00748  0.00748  0.00748   46012212
                5              18               4              HO  0.01547  0.01547  0.01547  0.01547   46012292
                6              18               4              HO  0.01047  0.01047  0.01047  0.01047   46012312
                7              18               4              HO  0.01094  0.01094  0.01094  0.01094   46012392
                8              18               4              HO  0.01003  0.01003  0.01003  0.01003   46012412
                9              18               4              HO  0.00863  0.00863  0.00863  0.00863   46012492
               10              18               4              HO  0.00729  0.00729  0.00729  0.00729   46012512
               11              18               4              HO  0.00506  0.00506  0.00506  0.00506   46012592
               12              18               4              HO  0.00766  0.00766  0.00766  0.00766   46012612
               13              18               4              HO  0.00729  0.00729  0.00729  0.00729   46012692
               14              18               4              HO  0.00698  0.00698  0.00698  0.00698   46012712
               15              18               4              HO  0.00948  0.00948  0.00948  0.00948   46012792
                1              19               4              HO  0.00674  0.00674  0.00674  0.00674   46012093
                2              19               4              HO  0.00755  0.00755  0.00755  0.00755   46012113
                3              19               4              HO  0.00833  0.00833  0.00833  0.00833   46012193
                4              19               4              HO  0.00679  0.00679  0.00679  0.00679   46012213
                5              19               4              HO  0.01530  0.01530  0.01530  0.01530   46012293
                6              19               4              HO  0.01093  0.01093  0.01093  0.01093   46012313
                7              19               4              HO  0.01113  0.01113  0.01113  0.01113   46012393
                8              19               4              HO  0.01076  0.01076  0.01076  0.01076   46012413
                9              19               4              HO  0.00912  0.00912  0.00912  0.00912   46012493
               10              19               4              HO  0.00889  0.00889  0.00889  0.00889   46012513
               11              19               4              HO  0.00934  0.00934  0.00934  0.00934   46012593
               12              19               4              HO  0.00971  0.00971  0.00971  0.00971   46012613
               13              19               4              HO  0.01293  0.01293  0.01293  0.01293   46012693
               14              19               4              HO  0.01237  0.01237  0.01237  0.01237   46012713
               15              19               4              HO  0.01217  0.01217  0.01217  0.01217   46012793
                1              20               4              HO  0.00649  0.00649  0.00649  0.00649   46012094
                2              20               4              HO  0.00650  0.00650  0.00650  0.00650   46012114
                3              20               4              HO  0.00841  0.00841  0.00841  0.00841   46012194
                4              20               4              HO  0.00729  0.00729  0.00729  0.00729   46012214
                5              20               4              HO  0.00940  0.00940  0.00940  0.00940   46012294
                6              20               4              HO  0.01000  0.01000  0.01000  0.01000   46012314
                7              20               4              HO  0.00858  0.00858  0.00858  0.00858   46012394
                8              20               4              HO  0.00883  0.00883  0.00883  0.00883   46012414
                9              20               4              HO  0.00989  0.00989  0.00989  0.00989   46012494
               10              20               4              HO  0.00792  0.00792  0.00792  0.00792   46012514
               11              20               4              HO  0.00609  0.00609  0.00609  0.00609   46012594
               12              20               4              HO  0.00865  0.00865  0.00865  0.00865   46012614
               13              20               4              HO  0.00805  0.00805  0.00805  0.00805   46012694
               14              20               4              HO  0.00895  0.00895  0.00895  0.00895   46012714
               15              20               4              HO  0.00772  0.00772  0.00772  0.00772   46012794
                1              21               4              HO  0.00641  0.00641  0.00641  0.00641   46012095
                2              21               4              HO  0.00639  0.00639  0.00639  0.00639   46012115
                3              21               4              HO  0.00787  0.00787  0.00787  0.00787   46012195
                4              21               4              HO  0.00652  0.00652  0.00652  0.00652   46012215
                5              21               4              HO  0.01210  0.01210  0.01210  0.01210   46012295
                6              21               4              HO  0.01153  0.01153  0.01153  0.01153   46012315
                7              21               4              HO  0.01053  0.01053  0.01053  0.01053   46012395
                8              21               4              HO  0.01099  0.01099  0.01099  0.01099   46012415
                9              21               4              HO  0.01046  0.01046  0.01046  0.01046   46012495
               10              21               4              HO  0.00925  0.00925  0.00925  0.00925   46012515
               11              21               4              HO  0.00694  0.00694  0.00694  0.00694   46012595
               12              21               4              HO  0.00818  0.00818  0.00818  0.00818   46012615
               13              21               4              HO  0.00784  0.00784  0.00784  0.00784   46012695
               14              21               4              HO  0.01097  0.01097  0.01097  0.01097   46012715
               15              21               4              HO  0.00920  0.00920  0.00920  0.00920   46012795
                1              22               4              HO  0.00631  0.00631  0.00631  0.00631   46012096
                2              22               4              HO  0.00674  0.00674  0.00674  0.00674   46012116
                3              22               4              HO  0.00633  0.00633  0.00633  0.00633   46012196
                4              22               4              HO  0.00729  0.00729  0.00729  0.00729   46012216
                5              22               4              HO  0.01210  0.01210  0.01210  0.01210   46012296
                6              22               4              HO  0.00929  0.00929  0.00929  0.00929   46012316
                7              22               4              HO  0.01028  0.01028  0.01028  0.01028   46012396
                8              22               4              HO  0.01059  0.01059  0.01059  0.01059   46012416
                9              22               4              HO  0.01059  0.01059  0.01059  0.01059   46012496
               10              22               4              HO  0.01045  0.01045  0.01045  0.01045   46012516
               11              22               4              HO  0.00647  0.00647  0.00647  0.00647   46012596
               12              22               4              HO  0.00749  0.00749  0.00749  0.00749   46012616
               13              22               4              HO  0.00908  0.00908  0.00908  0.00908   46012696
               14              22               4              HO  0.00843  0.00843  0.00843  0.00843   46012716
               15              22               4              HO  0.00892  0.00892  0.00892  0.00892   46012796
                1              23               4              HO  0.00505  0.00505  0.00505  0.00505   46012097
                2              23               4              HO  0.00681  0.00681  0.00681  0.00681   46012117
                3              23               4              HO  0.00647  0.00647  0.00647  0.00647   46012197
                4              23               4              HO  0.00574  0.00574  0.00574  0.00574   46012217
                5              23               4              HO  0.01530  0.01530  0.01530  0.01530   46012297
                6              23               4              HO  0.01530  0.01530  0.01530  0.01530   46012317
                7              23               4              HO  0.01530  0.01530  0.01530  0.01530   46012397
                8              23               4              HO  0.01545  0.01545  0.01545  0.01545   46012417
                9              23               4              HO  0.01530  0.01530  0.01530  0.01530   46012497
               10              23               4              HO  0.01530  0.01530  0.01530  0.01530   46012517
               11              23               4              HO  0.00810  0.00810  0.00810  0.00810   46012597
               12              23               4              HO  0.00850  0.00850  0.00850  0.00850   46012617
               13              23               4              HO  0.00938  0.00938  0.00938  0.00938   46012697
               14              23               4              HO  0.01087  0.01087  0.01087  0.01087   46012717
               15              23               4              HO  0.01085  0.01085  0.01085  0.01085   46012797
                1              24               4              HO  0.00559  0.00559  0.00559  0.00559   46012098
                2              24               4              HO  0.00588  0.00588  0.00588  0.00588   46012118
                3              24               4              HO  0.00697  0.00697  0.00697  0.00697   46012198
                4              24               4              HO  0.00599  0.00599  0.00599  0.00599   46012218
                5              24               4              HO  0.01545  0.01545  0.01545  0.01545   46012298
                6              24               4              HO  0.01288  0.01288  0.01288  0.01288   46012318
                7              24               4              HO  0.01029  0.01029  0.01029  0.01029   46012398
                8              24               4              HO  0.01040  0.01040  0.01040  0.01040   46012418
                9              24               4              HO  0.01003  0.01003  0.01003  0.01003   46012498
               10              24               4              HO  0.00885  0.00885  0.00885  0.00885   46012518
               11              24               4              HO  0.00632  0.00632  0.00632  0.00632   46012598
               12              24               4              HO  0.00823  0.00823  0.00823  0.00823   46012618
               13              24               4              HO  0.01054  0.01054  0.01054  0.01054   46012698
               14              24               4              HO  0.01062  0.01062  0.01062  0.01062   46012718
               15              24               4              HO  0.00924  0.00924  0.00924  0.00924   46012798
                1              25               4              HO  0.00564  0.00564  0.00564  0.00564   46012099
                2              25               4              HO  0.00583  0.00583  0.00583  0.00583   46012119
                3              25               4              HO  0.00708  0.00708  0.00708  0.00708   46012199
                4              25               4              HO  0.00610  0.00610  0.00610  0.00610   46012219
                5              25               4              HO  0.01017  0.01017  0.01017  0.01017   46012299
                6              25               4              HO  0.00949  0.00949  0.00949  0.00949   46012319
                7              25               4              HO  0.00978  0.00978  0.00978  0.00978   46012399
                8              25               4              HO  0.00849  0.00849  0.00849  0.00849   46012419
                9              25               4              HO  0.00900  0.00900  0.00900  0.00900   46012499
               10              25               4              HO  0.00793  0.00793  0.00793  0.00793   46012519
               11              25               4              HO  0.00791  0.00791  0.00791  0.00791   46012599
               12              25               4              HO  0.00920  0.00920  0.00920  0.00920   46012619
               13              25               4              HO  0.00989  0.00989  0.00989  0.00989   46012699
               14              25               4              HO  0.01373  0.01373  0.01373  0.01373   46012719
               15              25               4              HO  0.00713  0.00713  0.00713  0.00713   46012799
                1              26               4              HO  0.00648  0.00648  0.00648  0.00648   4601209A
                2              26               4              HO  0.00624  0.00624  0.00624  0.00624   4601211A
                3              26               4              HO  0.00666  0.00666  0.00666  0.00666   4601219A
                4              26               4              HO  0.00666  0.00666  0.00666  0.00666   4601221A
                5              26               4              HO  0.00977  0.00977  0.00977  0.00977   4601229A
                6              26               4              HO  0.00885  0.00885  0.00885  0.00885   4601231A
                7              26               4              HO  0.00869  0.00869  0.00869  0.00869   4601239A
                8              26               4              HO  0.00936  0.00936  0.00936  0.00936   4601241A
                9              26               4              HO  0.00824  0.00824  0.00824  0.00824   4601249A
               10              26               4              HO  0.00744  0.00744  0.00744  0.00744   4601251A
               11              26               4              HO  0.00634  0.00634  0.00634  0.00634   4601259A
               12              26               4              HO  0.00693  0.00693  0.00693  0.00693   4601261A
               13              26               4              HO  0.00745  0.00745  0.00745  0.00745   4601269A
               14              26               4              HO  0.00837  0.00837  0.00837  0.00837   4601271A
               15              26               4              HO  0.00952  0.00952  0.00952  0.00952   4601279A
                1              27               4              HO  0.00588  0.00588  0.00588  0.00588   4601209B
                2              27               4              HO  0.00606  0.00606  0.00606  0.00606   4601211B
                3              27               4              HO  0.00750  0.00750  0.00750  0.00750   4601219B
                4              27               4              HO  0.00612  0.00612  0.00612  0.00612   4601221B
                5              27               4              HO  0.01026  0.01026  0.01026  0.01026   4601229B
                6              27               4              HO  0.00873  0.00873  0.00873  0.00873   4601231B
                7              27               4              HO  0.00844  0.00844  0.00844  0.00844   4601239B
                8              27               4              HO  0.00902  0.00902  0.00902  0.00902   4601241B
                9              27               4              HO  0.00713  0.00713  0.00713  0.00713   4601249B
               10              27               4              HO  0.00760  0.00760  0.00760  0.00760   4601251B
               11              27               4              HO  0.00669  0.00669  0.00669  0.00669   4601259B
               12              27               4              HO  0.00678  0.00678  0.00678  0.00678   4601261B
               13              27               4              HO  0.00871  0.00871  0.00871  0.00871   4601269B
               14              27               4              HO  0.00772  0.00772  0.00772  0.00772   4601271B
               15              27               4              HO  0.00801  0.00801  0.00801  0.00801   4601279B
                1              28               4              HO  0.00577  0.00577  0.00577  0.00577   4601209C
                2              28               4              HO  0.00665  0.00665  0.00665  0.00665   4601211C
                3              28               4              HO  0.00750  0.00750  0.00750  0.00750   4601219C
                4              28               4              HO  0.00754  0.00754  0.00754  0.00754   4601221C
                5              28               4              HO  0.01474  0.01474  0.01474  0.01474   4601229C
                6              28               4              HO  0.01152  0.01152  0.01152  0.01152   4601231C
                7              28               4              HO  0.01046  0.01046  0.01046  0.01046   4601239C
                8              28               4              HO  0.00945  0.00945  0.00945  0.00945   4601241C
                9              28               4              HO  0.01126  0.01126  0.01126  0.01126   4601249C
               10              28               4              HO  0.00704  0.00704  0.00704  0.00704   4601251C
               11              28               4              HO  0.00527  0.00527  0.00527  0.00527   4601259C
               12              28               4              HO  0.00672  0.00672  0.00672  0.00672   4601261C
               13              28               4              HO  0.00725  0.00725  0.00725  0.00725   4601269C
               14              28               4              HO  0.00784  0.00784  0.00784  0.00784   4601271C
               15              28               4              HO  0.00740  0.00740  0.00740  0.00740   4601279C
                1              29               4              HO  0.00421  0.00421  0.00421  0.00421   4601209D
                2              29               4              HO  0.00433  0.00433  0.00433  0.00433   4601211D
                3              29               4              HO  0.00496  0.00496  0.00496  0.00496   4601219D
                4              29               4              HO  0.00420  0.00420  0.00420  0.00420   4601221D
                5              29               4              HO  0.01106  0.01106  0.01106  0.01106   4601229D
                6              29               4              HO  0.00961  0.00961  0.00961  0.00961   4601231D
                7              29               4              HO  0.00934  0.00934  0.00934  0.00934   4601239D
                8              29               4              HO  0.00808  0.00808  0.00808  0.00808   4601241D
                9              29               4              HO  0.00910  0.00910  0.00910  0.00910   4601249D
               10              29               4              HO  0.00675  0.00675  0.00675  0.00675   4601251D
               11              29               4              HO  0.00594  0.00594  0.00594  0.00594   4601259D
               12              29               4              HO  0.00702  0.00702  0.00702  0.00702   4601261D
               13              29               4              HO  0.00729  0.00729  0.00729  0.00729   4601269D
               14              29               4              HO  0.00986  0.00986  0.00986  0.00986   4601271D
               15              29               4              HO  0.00930  0.00930  0.00930  0.00930   4601279D
                1              30               4              HO  0.00515  0.00515  0.00515  0.00515   4601209E
                2              30               4              HO  0.00511  0.00511  0.00511  0.00511   4601211E
                3              30               4              HO  0.00532  0.00532  0.00532  0.00532   4601219E
                4              30               4              HO  0.00362  0.00362  0.00362  0.00362   4601221E
                5              30               4              HO  0.00987  0.00987  0.00987  0.00987   4601229E
                6              30               4              HO  0.00832  0.00832  0.00832  0.00832   4601231E
                7              30               4              HO  0.00788  0.00788  0.00788  0.00788   4601239E
                8              30               4              HO  0.00876  0.00876  0.00876  0.00876   4601241E
                9              30               4              HO  0.00828  0.00828  0.00828  0.00828   4601249E
               10              30               4              HO  0.00793  0.00793  0.00793  0.00793   4601251E
               11              30               4              HO  0.00594  0.00594  0.00594  0.00594   4601259E
               12              30               4              HO  0.00721  0.00721  0.00721  0.00721   4601261E
               13              30               4              HO  0.00775  0.00775  0.00775  0.00775   4601269E
               14              30               4              HO  0.00844  0.00844  0.00844  0.00844   4601271E
               15              30               4              HO  0.00807  0.00807  0.00807  0.00807   4601279E
                1              31               4              HO  0.00560  0.00560  0.00560  0.00560   4601209F
                2              31               4              HO  0.00568  0.00568  0.00568  0.00568   4601211F
                3              31               4              HO  0.00577  0.00577  0.00577  0.00577   4601219F
                4              31               4              HO  0.00378  0.00378  0.00378  0.00378   4601221F
                5              31               4              HO  0.00886  0.00886  0.00886  0.00886   4601229F
                6              31               4              HO  0.00988  0.00988  0.00988  0.00988   4601231F
                7              31               4              HO  0.00920  0.00920  0.00920  0.00920   4601239F
                8              31               4              HO  0.00931  0.00931  0.00931  0.00931   4601241F
                9              31               4              HO  0.00813  0.00813  0.00813  0.00813   4601249F
               10              31               4              HO  0.00794  0.00794  0.00794  0.00794   4601251F
               11              31               4              HO  0.00755  0.00755  0.00755  0.00755   4601259F
               12              31               4              HO  0.00935  0.00935  0.00935  0.00935   4601261F
               13              31               4              HO  0.00984  0.00984  0.00984  0.00984   4601269F
               14              31               4              HO  0.01175  0.01175  0.01175  0.01175   4601271F
               15              31               4              HO  0.00920  0.00920  0.00920  0.00920   4601279F
                1              32               4              HO  0.00628  0.00628  0.00628  0.00628   460120A0
                2              32               4              HO  0.00568  0.00568  0.00568  0.00568   46012120
                3              32               4              HO  0.00613  0.00613  0.00613  0.00613   460121A0
                4              32               4              HO  0.00385  0.00385  0.00385  0.00385   46012220
                5              32               4              HO  0.00888  0.00888  0.00888  0.00888   460122A0
                6              32               4              HO  0.00884  0.00884  0.00884  0.00884   46012320
                7              32               4              HO  0.01002  0.01002  0.01002  0.01002   460123A0
                8              32               4              HO  0.00984  0.00984  0.00984  0.00984   46012420
                9              32               4              HO  0.00878  0.00878  0.00878  0.00878   460124A0
               10              32               4              HO  0.00787  0.00787  0.00787  0.00787   46012520
               11              32               4              HO  0.00651  0.00651  0.00651  0.00651   460125A0
               12              32               4              HO  0.00792  0.00792  0.00792  0.00792   46012620
               13              32               4              HO  0.00856  0.00856  0.00856  0.00856   460126A0
               14              32               4              HO  0.00692  0.00692  0.00692  0.00692   46012720
               15              32               4              HO  0.00834  0.00834  0.00834  0.00834   460127A0
                1              33               4              HO  0.00522  0.00522  0.00522  0.00522   460120A1
                2              33               4              HO  0.00526  0.00526  0.00526  0.00526   46012121
                3              33               4              HO  0.00654  0.00654  0.00654  0.00654   460121A1
                4              33               4              HO  0.00434  0.00434  0.00434  0.00434   46012221
                5              33               4              HO  0.01209  0.01209  0.01209  0.01209   460122A1
                6              33               4              HO  0.01033  0.01033  0.01033  0.01033   46012321
                7              33               4              HO  0.00917  0.00917  0.00917  0.00917   460123A1
                8              33               4              HO  0.01041  0.01041  0.01041  0.01041   46012421
                9              33               4              HO  0.00980  0.00980  0.00980  0.00980   460124A1
               10              33               4              HO  0.00874  0.00874  0.00874  0.00874   46012521
               11              33               4              HO  0.00642  0.00642  0.00642  0.00642   460125A1
               12              33               4              HO  0.00869  0.00869  0.00869  0.00869   46012621
               13              33               4              HO  0.00782  0.00782  0.00782  0.00782   460126A1
               14              33               4              HO  0.01041  0.01041  0.01041  0.01041   46012721
               15              33               4              HO  0.00935  0.00935  0.00935  0.00935   460127A1
                1              34               4              HO  0.00525  0.00525  0.00525  0.00525   460120A2
                2              34               4              HO  0.00648  0.00648  0.00648  0.00648   46012122
                3              34               4              HO  0.00615  0.00615  0.00615  0.00615   460121A2
                4              34               4              HO  0.00446  0.00446  0.00446  0.00446   46012222
                5              34               4              HO  0.01205  0.01205  0.01205  0.01205   460122A2
                6              34               4              HO  0.00936  0.00936  0.00936  0.00936   46012322
                7              34               4              HO  0.01008  0.01008  0.01008  0.01008   460123A2
                8              34               4              HO  0.00909  0.00909  0.00909  0.00909   46012422
                9              34               4              HO  0.01006  0.01006  0.01006  0.01006   460124A2
               10              34               4              HO  0.00809  0.00809  0.00809  0.00809   46012522
               11              34               4              HO  0.00685  0.00685  0.00685  0.00685   460125A2
               12              34               4              HO  0.00711  0.00711  0.00711  0.00711   46012622
               13              34               4              HO  0.00829  0.00829  0.00829  0.00829   460126A2
               14              34               4              HO  0.00781  0.00781  0.00781  0.00781   46012722
               15              34               4              HO  0.00644  0.00644  0.00644  0.00644   460127A2
                1              35               4              HO  0.00581  0.00581  0.00581  0.00581   460120A3
                2              35               4              HO  0.00560  0.00560  0.00560  0.00560   46012123
                3              35               4              HO  0.00682  0.00682  0.00682  0.00682   460121A3
                4              35               4              HO  0.00311  0.00311  0.00311  0.00311   46012223
                5              35               4              HO  0.01530  0.01530  0.01530  0.01530   460122A3
                6              35               4              HO  0.01019  0.01019  0.01019  0.01019   46012323
                7              35               4              HO  0.01174  0.01174  0.01174  0.01174   460123A3
                8              35               4              HO  0.00945  0.00945  0.00945  0.00945   46012423
                9              35               4              HO  0.01066  0.01066  0.01066  0.01066   460124A3
               10              35               4              HO  0.00912  0.00912  0.00912  0.00912   46012523
               11              35               4              HO  0.00771  0.00771  0.00771  0.00771   460125A3
               12              35               4              HO  0.00805  0.00805  0.00805  0.00805   46012623
               13              35               4              HO  0.00963  0.00963  0.00963  0.00963   460126A3
               14              35               4              HO  0.01392  0.01392  0.01392  0.01392   46012723
               15              35               4              HO  0.00929  0.00929  0.00929  0.00929   460127A3
                1              36               4              HO  0.00687  0.00687  0.00687  0.00687   460120A4
                2              36               4              HO  0.00486  0.00486  0.00486  0.00486   46012124
